Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10000212;DISCO CEFTRIAXONA C/50 30MCG;0,000;0,000;0,000;FR;10,19;0,00;1,036;0,000;ZROH;VV;006;0,0;12,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;3,000;0,000;9,065;7,252;7,252;1,813;0,000;@3J@;;0;;;;0,000;0,000;;0,00;23,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;29,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;02/12/2019;31/12/9999;2,000;5500001368;04/12/2019;31/12/9999;1,000;;;;0,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1620;10009126
10000214;DISCO CIPROFLOXACINA 5MCG;0,000;0,000;0,000;FR;9,19;0,00;0,716;0,000;ZROH;VV;006;0,0;17,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;3,000;0,000;6,250;5,000;5,000;1,250;0,000;@3J@;;0;;;;0,000;0,000;;0,00;15,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;20,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;03/12/2019;31/12/9999;1,000;5500001368;09/12/2019;31/12/9999;1,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1622;
10000215;DISCO LEVOFLOXACINA C/50 5MCG;0,000;0,000;0,000;FR;12,41;0,00;0,680;0,000;ZROH;VV;005;0,0;18,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;3,000;0,236;5,910;4,728;4,728;5,910;4,728;@3J@;;0;;;;0,000;0,000;;0,00;27,000;;0;0,00;0,00;;1,000;0,000;0,000;0,000;0,000;21,000;0,000;0,000;0,000;6,000;3,000;4,000;5500001368;29/11/2019;31/12/9999;1,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;06/12/2019;31/12/9999;1,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1635;
10000218;DISCO PENICILINA C/50 10MCG;0,000;0,000;0,000;FR;10,96;0,00;0,456;0,000;ZROH;VV;006;0,0;18,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;2,000;0,000;4,000;3,200;3,200;4,000;3,200;@3J@;;0;;;;0,000;0,000;;0,00;19,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;7,000;0,000;0,000;0,000;3,000;3,000;2,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;05/12/2019;31/12/9999;1,000;;;;0,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1647;10009046
10000220;DISCO TETRACICLINIA C/50 30MCG;0,000;0,000;0,000;FR;10,25;0,00;0,492;0,000;ZROH;VV;006;0,0;16,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;2,000;0,171;4,285;3,428;3,428;4,285;3,428;@3J@;;0;;;;0,000;0,000;;0,00;21,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,000;0,000;2,000;4,000;5500001368;26/11/2019;31/12/9999;1,000;5500001368;28/11/2019;31/12/9999;1,000;;;;0,000;;;;194;222;@08@;0,000;0;@0A@;1,000;8,0;@08@;0,000;00;LIBERADO;1655;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065243;10;;03/09/2019;06/01/2020;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065401;10;;04/09/2019;10/02/2020;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065244;10;;05/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065520;10;;05/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065667;10;;06/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065402;10;;09/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065788;10;;09/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065521;10;;10/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065913;10;;10/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065668;10;;11/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066050;10;;11/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065789;10;;12/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000065914;10;;12/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066159;10;;12/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066051;10;;13/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066281;10;;13/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066407;10;;16/09/2019;;1,000;1,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066160;10;;17/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066573;10;;17/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066699;10;;18/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066829;10;;19/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066282;10;;20/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066955;10;;20/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066408;10;;23/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000067089;10;;23/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066574;10;;24/09/2019;;1,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000067235;10;;24/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066700;10;;25/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000067373;10;;25/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0,000;0,000;0,000;FR;10,22;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,668;0,668;0,501;0,000;@3J@;4000066830;10;;26/09/2019;;1,000;0,000;31/12/9999;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;4,000;4,000;2,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;232;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1659;
