Material;Descrição;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Tipo MRP;Descrição do Calendário;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10002722;CLB RUBEOLA M ARCH ABBOTT;0;0;KIT;170,1;VV;DIARIO;0,027;0,665;0,532;0,532;0,665;0,532;0;1;0;0;0;1;0;0;1;0;1;0;5500001368;26/11/2019;31/12/9999;LIBERADO;06C1801;
10002754;RGT CHLAMYD DFA DIRECT ANTIG 50T OMEGA;0;0;KIT;705,63;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;1024 -1;
10002806;CART PRE-TRATAM EXT ANALITICA;0;0;UN;1.226,85;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;LC175;
10002862;CTR E-CHECK4X4 4.5ML ROCHE;0;0;KIT;466,32;ZM;DIARIO;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;LIBERADO;5533031001;
10002864;PL HINTON C/5 145MM BMX;0;0;PAC;19,5;VV;DIARIO;1,538;38,44;30,752;30,752;38,44;30,752;0;1;12;13;18;44;32;38;36;28;38;31;5500001368;27/11/2019;31/12/9999;LIBERADO;417681;
10002881;CRONOMETRO DIG;0;0;UN;43,2;ZM;PE - SEG SEMANAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;LIBERADO;150035;10000691
10002890;RGT CALDO BHI MAN 500G;0;0;FR;255,73;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;LIBERADO;2765;
10002917;PAINEL INALANTES IP6 IMM2000 40T SIEMENS;0;0;KIT;136,36;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10385972;
10002926;ALG K20 A ESP OCUPACION LA 20T SIEMENS;0;0;KIT;31,77;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10385980;
10002936;RGT GP TEST GRAM POSITIV VTK2 BMX;0;0;KIT;131,54;VV;DIARIO;4,5;112,5;91,5;91,5;114,375;91,5;21;31;27;42;35;108;97;116;112;89;108;87;5300124045;29/11/2019;;LIBERADO;21342;
10002974;CLB PLASMA 10X1 BIOSYSTEMS;1;0;KIT;519;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;22120003700;
10002987;CLB PROTEINA TOT URI ADVIA SIEMENS;0;0;KIT;104,88;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10311930;
10003027;RGT NH TEST NEISS VTK2 C/20 BMX;0;0;KIT;131,55;VV;DIARIO;0,013;0,315;0,252;0,252;0,063;0;0;1;0;0;0;1;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;21346;
10003048;SALINA 0.45% BMX;0;0;FR;42,68;VV;DIARIO;2;50;41,5;41,5;51,875;41,5;8;4;6;14;21;49;46;54;43;48;51;36;5300124045;29/11/2019;;LIBERADO;V1205;
10003073;ALG F203 KIT IMMU 10T PHADIA;6,9;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4836-01;
10003086;RGT E TEST CEFTRIAX NV BX 30T BMX;0;0;KIT;300;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;412303;
10003088;RGT NITRITO SOD 500G SIGMA;0;0;FR;0;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;31443;
10003261;ALG F254 KIT P/IMMU 16T PHADIA;0;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4434-01;
10003290;RGT CMV IGM ARCH 500T ABBOTT;0;0;KIT;839,18;VV;DIARIO;0,084;2,09;1,672;1,672;2,09;1,672;0;1;0;1;0;0,32;0,296;0,335;0;0;8,026;0;5500001368;27/11/2019;31/12/9999;LIBERADO;06C1630;
10003331;KIT URINA PP TP VM EST 12ML DESKARPLAS;0;0;UN;0,43;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;NVR948FF;
10003349;BECKER PLAST PP 500ML;0;0;UN;10,56;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;2000-600;
10003424;CTR HOMOCYSTEINE 1X7.7ML ARCH ABBOTT;0;0;KIT;210;VV;DIARIO;0;0;0,063;0,252;0,252;0;0;1;0;1;0;1;1;0;0;0;0;0;;;;LIBERADO;01L7110;
10003450;SENSOR TRIGGER ARCH ABBOTT;0;0;UN;862,73;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;08C9466;
10003468;FILT TANQUE ABBOTT;0;0;UN;317,87;PD;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;LIBERADO;04P9970;
10003516;RGT HIDROX SOD MICROP 99% 500G ISOFAR;0;0;FR;18,6;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;132608;
10003520;CTR SYPHILIS ELEC 2ML ROCHE;0;0;KIT;111,26;VV;DIARIO;0,017;0,415;0,332;2,4;3;2,4;1;4;6;0;5;1;0;0;4;3;2;0;5500001368;26/11/2019;31/12/9999;LIBERADO;6923364190;
10003624;CLB HEMOGLOB A1C PREMC/2 400UL TRINITY;0;0;KIT;400;VV;DIARIO;0,05;1,25;1;2,768;3,46;2,768;0;0;4;1;4;1;0;2;1;2;4;3;5500001368;29/11/2019;31/12/9999;LIBERADO;B01-04-0022;
10003666;CTR HEMOGLOB A1C PREMTRINITY;0;0;KIT;400;VV;DIARIO;0,05;1,25;1;3,076;3,845;3,076;0;0;4;0;4;0;0;3;1;3;3;3;5500001368;29/11/2019;31/12/9999;LIBERADO;B01-04-0020;
10003677;PALITO SORVETE C/1000;0;0;CX;85,72;VV;DIARIO;0,6;15;12;8,75;6,875;5,5;0;1;1;2;1;8;1;7;6;5;6;6;5500001368;26/11/2019;31/12/9999;LIBERADO;43068;
10003679;ANTICORP ID DILUENTE 2 DIAMED;0;0;KIT;130,28;VV;DIARIO;0,013;0,315;0,252;0,189;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;009260V;
10003708;CLB CS TESTOST G2.1 ELEC C/4 1ML ROCHE;0;0;KIT;111,58;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;5202230190;
10003744;CALDO SELENITO C/10TB PROBAC;0;0;CX;16;VV;DIARIO;2,25;56,25;27;27;33,75;27;0;0;35;15;45;25;36;33;30;37;24;25;5500001368;29/11/2019;31/12/9999;LIBERADO;PA81;
10003826;CLB ANTI TG ARCH C/6 1ML ABBOTT;0;0;FR;356,04;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02K4601;
10003829;CLB ANT TPO ARCH C/6 4ML ABBOTT;0;0;FR;255,15;ND;DIARIO;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02K4701;
10003845;RGT B12 ARCH 500T ABBOTT;0;0;KIT;939,6;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;07K6135;
10003854;RGT CORTISOL ARCH 500T ABBOTT;0;0;KIT;399,6;ND;DIARIO;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;08D1535;
10003860;CLB CORTISOL ARCH C/6 4ML ABBOTT;0;0;FR;344,03;ND;DIARIO;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;08D1502;
10003863;RGT DHEA S ARCH 400T ABBOTT;0;0;KIT;319,68;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;08K2721;
10003864;CLB DHEA S 6N ARCH C/6 2ML ABBOTT;0;0;FR;243;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;;;;BLOQUEIO COMPRAS;08K2702;
10003881;RGT QUANTIA IGE ARCH 133T ABBOTT;0;0;KIT;114,91;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;;;;BLOQUEIO COMPRAS;06K4202;
10003892;CLB INSULIN ARCH C/6 4ML ABBOTT;0;0;FR;162;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;08K4102;
10003932;CUBETA REACAO ADVIA 1X17 SIEMENS;1;0;CX;357,04;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10321772;
10003943;RGT TIRA U11 PLUS ANA-9909-4 150T ALERE;0;0;KIT;75;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;8322001;
10003958;REAT KOVACHS 100ML NEWPROV;0;0;FR;117,85;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;1013;
10003976;MEIO CULT R2A C/10 PROBA (DUPL) 10000488;0;0;PAC;36,24;ND;DIARIO;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;;;OBSOLETO/SUBSTITUIDO;600;
10004081;RGT AST N238 TSA GRAM NEG URI BMX;0;0;KIT;155,98;VV;DIARIO;9;225;131;131;163,75;131;59;63;34;75;79;177;145;174;173;128;139;129;5500001368;29/11/2019;31/12/9999;LIBERADO;413203;
10004090;SOL IDENTISER DIANA PAINEL IRREG GRIFOLS;0;0;FR;380;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;21021013;
10004156;CLB CMV M ARCH ABBOTT;0;0;KIT;212,63;VV;DIARIO;0,033;0,835;0,668;0,668;0,733;0,532;0;1;0;0;1;0;0;1;1;0;0;1;5500001368;26/11/2019;31/12/9999;LIBERADO;06C1601;
10004159;CTR CMV M ARCH ABBOTT;0;0;KIT;208,37;VV;DIARIO;0,043;1,07;0,856;0,856;1,07;0,856;0;1;0;0;1;3;0;0;1;0;1;1;5500001368;29/11/2019;31/12/9999;LIBERADO;06C1610;
10004170;SOL DILUENTE WELL 900T 2500 E PHADIA;0;0;KIT;84,04;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;12-4005-69;
10004189;SOL SAMPLE DILUENTE 1350T 2500 E PHADIA;0;0;KIT;124,52;VV;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;83-1071-01;
10004198;CLB TESTOSTERONA GER2 ARCH 24ML ABBOTT;0;0;FR;225,81;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02P1301;
10004205;RGT CMV IGG ARCH 500T ABBOTT;0;0;KIT;635;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1530;
10004260;CTR CMV-G ARCH ABBOTT;0;0;KIT;399,74;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1510;
10004270;CX COL P/DESC RESID QUIM 30L;0;0;CX;127,65;VV;PE - SEG SEMANAL;1,5;37,5;30;30;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10024;
10004270;CX COL P/DESC RESID QUIM 30L;0;0;CX;127,65;VV;PE - SEG SEMANAL;1,5;37,5;30;30;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10024;
10004270;CX COL P/DESC RESID QUIM 30L;0;0;CX;127,65;VV;PE - SEG SEMANAL;1,5;37,5;30;30;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10024;
10004274;CLB HBSAG II ARCH C/2 4ML ABBOTT;0;0;KIT;225,81;VV;DIARIO;0,038;0,458;0,268;0,268;0,335;0,268;0;1;0;0;0;1;0;0;1;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;02G2201;
10004275;CLB CMVG PAD ARCH ABBOTT;0;0;KIT;561,33;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1501;
10004361;ALG E4 CASPA VACA IMMU 16T PHADIA;4,254;0;KIT;37,8;VV;DIARIO;0,044;1,11;0,888;0,58;0,725;0,58;1;0;0;0;0;0;0,439;0,566;0,567;0,628;0,817;0,69;;;;LIBERADO;14-4166-01;
10004372;SOL DILUENTE ADVIA CENTAUR E E2 SIEMENS;0;0;KIT;34,1;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10491878;
10004403;RGT MUELLER HINTON MED AGAR 500G DIFCO;0;0;FR;482,47;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;225250;
10004417;CTR CTR LIQUICHEK IMMUNOASY PLUS;0;0;KIT;500,7;VV;DIARIO;0,1;2,5;2;2;2,5;2;0;0;0;0;1;0;1;0;2;2;2;3;5500001368;26/11/2019;31/12/9999;LIBERADO;360;
10004427;RGT HBSAG QUALITAT II ARCH 2000T ABBOTT;0;0;KIT;1.905,06;VV;DIARIO;0,015;0,37;0,296;0,296;0,37;0,296;0;0;0;0;1;0;0;1,5;0;2,29;0,118;0,044;5500001368;27/11/2019;31/12/9999;LIBERADO;02G2230;
10004429;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;0;0;KIT;162;VV;DIARIO;0,033;0,835;0,715;0,856;1,07;0,856;0;0;0;0;0;2;0;0;2;0;1;0;5500001368;26/11/2019;31/12/9999;LIBERADO;08L4401;
10004431;ALG E71 IMMU 10T PHADIA;9,8;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4394-01;
10004447;CLB MICROALBUMIN 2 ADVIA C/5 2ML SIEMENS;0;0;KIT;173,38;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10337470;
10004459;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;2;0;KIT;95,26;VV;DIARIO;0,013;0,315;0,126;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;LIBERADO;02G2225;
10004464;ALCOOL 96 1L (DUPL) 10010014;1;0;FR;6,59;VV;DIARIO;0;0;3;3;0,75;0;0;0;4;2;12;12;0;0;0;0;0;0;;;;LIBERADO;10023;
10004513;RGT ANTI HBS ARCH 2000T ABBOTT;0;0;KIT;3.542,40;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1,35;0;;;;BLOQUEIO COMPRAS;07C1833;
10004530;ALG D202 RECOMBI ACARO 10T PHADIA;4,8;0;KIT;132,52;VV;DIARIO;0,139;3,465;2,772;3,376;4,22;3,376;1;0;0;0;0;0;2,7;2,6;2;5,1;3,9;3,2;;;;LIBERADO;14-5996-01;
10004536;CLORETO SOD CRISTAL PA 500G;0;0;FR;9,3;ZM;DIARIO;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;;;LIBERADO;1944180;
10004539;COL FEZES C/CONSERV 60ML;0;0;UN;0,14;VV;DIARIO;6,25;156,25;125;93,75;0;0;0;0;0;0;0;500;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;20;
10004609;RGT COLUNA HPLC G7 6000T TOSOH;1;0;KIT;5.312,22;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;19680;
10004621;ALG F202 CASTANHA CAJU IMMU 10T PHADIA;5;0;KIT;55,1;VV;DIARIO;0,195;4,88;3,904;3,176;3,97;3,176;1;0;0;0;0;0,8;3,3;3,8;2,5;4,6;3,1;3,8;;;;LIBERADO;14-4835-01;
10004665;RGT TESTOST 2ND ARC2000/1000 100T ABBOTT;0;0;KIT;83,92;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02P1328;
10004666;CTR TOXO IGG ARCH 8ML ABBOTT;0;0;KIT;514,55;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1910;
10004678;CTR LOW ASSAYED 1ML WERFEN;0;0;KIT;501,88;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;20003210;
10004679;CTR RUB IGG ARCH 3X8ML ABBOTT;0;0;KIT;170,1;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1713;
10004685;CLB TOXO IGG ARCH ABBOTT;0;0;KIT;425,25;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;;;;BLOQUEIO COMPRAS;06C1901;
10004693;SOL CJ COLORACAO GRAM 4X500ML NEWPROV;0;0;CX;39,52;VV;DIARIO;0,033;0,835;0,668;0,668;7,725;6,18;0;0;0;0;0;14;0;2;0;3;8;7;5500001368;26/11/2019;31/12/9999;LIBERADO;PA185;10003827
10004694;CLB TOXO IGM ARCH 4ML ABBOTT;0;0;KIT;170,1;VV;DIARIO;0,033;0,835;0,668;1,092;1,365;1,092;0;1;0;0;0;2;0;0;0;1;2;0;5500001368;26/11/2019;31/12/9999;LIBERADO;06C2001;
10004698;ALG F231 LEITE FERVIDO IMMU 10T PHADIA;5;0;KIT;55,1;VV;DIARIO;0,2;5;4;4;5;4;1;0;0;0;0;0;0;0;0;0;8;0;;;;LIBERADO;14-4806-01;
10004708;ALG F244 PEPINO IMMU 10T PHADIA;0;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5300124060;29/11/2019;;LIBERADO;14-4839-01;
10004709;CJ COLORACAO ZIEHL NELSEEN 500ML NEWPROV;0;0;KIT;30,8;VV;DIARIO;0,04;1;0,8;0,8;1;0,8;0;0;2;0;6;1;1;6;2;1;0;0;5300123274;22/11/2019;31/12/9999;LIBERADO;PA188;
10004731;CLB RUBEOLA IGG ARCH C/6 4ML ABBOTT;0;0;KIT;170,1;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C1703;
10004787;ALG F260 IMMU 10T PHADIA;0;0;KIT;68,96;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4841-01;
10004810;RGT ALBUMINA BCG 2607T ABBOTT;0;0;KIT;281,67;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;BLOQUEIO COMPRAS;07D5323;
10004833;RGT BILIRRUB DIR 2000T ABBOTT;0;0;KIT;216;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5500001368;14/10/2019;31/12/9999;BLOQUEIO COMPRAS;08G6321;
10004867;CLB CA 125 CSG2 CAL1/CAL2 C/2 1ML ROCHE;0;0;KIT;64,1;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7030207190;
10004888;RGT TGP/ALT ARCH 3621T ABBOTT;0;0;KIT;391,1;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;07D5621;10005763
10004899;CLB HOMOCYSTEINE A-F ARCH 3.6ML ABBOTT;0;0;KIT;210;ND;DIARIO;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;;;;BLOQUEIO COMPRAS;01L7101;
10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;3,612;0;KIT;200;VV;DIARIO;3;75;60;60;37,575;30,06;3;27;27;18;25;13,96;26,016;34,265;34,975;32,633;32,593;29,102;5300124044;29/11/2019;;LIBERADO;1020501425;
10004929;ICT DILUENTE AMOST ABBOTT;0;0;KIT;85,05;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02P3211;
10004930;ICT FLUIDO LIMP ABBOTT;0;0;KIT;77,31;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5500001368;14/10/2019;31/12/9999;BLOQUEIO COMPRAS;01E5020;
10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;0;0;KIT;85,05;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;;;;BLOQUEIO COMPRAS;06K0120;
10004963;CLB BILIRRUB 1T ABBOTT;0;0;KIT;85,05;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5500001368;14/10/2019;31/12/9999;BLOQUEIO COMPRAS;01E6604;
10004970;ALG FX16 IMMU 10T PHADIA;0;0;KIT;47,45;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4851-01;
10004977;ALG FX74 PEIXES IMMU 10T PHADIA;3,9;0;KIT;68,96;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4827-01;
10005000;RGT ALBUMINA BOVINA 22% 10ML BIOTEST;0;0;KIT;26,5;VV;DIARIO;0,025;2,5;2;2;2,5;2;0;0;0;0;0;4;0;0;0;0;0;1;5500001368;26/11/2019;31/12/9999;LIBERADO;84;
10005025;CLB CICLOSPORINA ARCH ABBOTT;0;0;KIT;399,08;VV;DIARIO;0,025;0,625;0,5;0,5;0,679;0,572;0;0;0;0;0;1;0;0;1;0;1;0;;;;LIBERADO;01L7501;
10005054;PROVETA GRAD PLAST 1000ML;0;0;UN;41;VV;DIARIO;0,013;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;ILW7887 ;
10005088;ALG I72 IMMU 10T PHADIA;4;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4361-01;
10005090;ANTICORP ID DIACLON ABO C/4 DIAMED;0;0;KIT;381,5;VV;DIARIO;0,038;0,94;0,752;0,564;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;001047V;
10005121;CLB TACROLIMUS ARCH ABBOTT;0;0;KIT;517,65;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;01L7701;
10005207;TB CON PP GRAD CRAL;0;0;UN;0,3;VV;DIARIO;87,363;2.184,07;1.747,25;1.747,25;2.184,07;1.747,25;0;700;100;2.700,00;1.620,00;2.874,00;1.000,00;2.000,00;2.989,00;1.900,00;2.400,00;1.300,00;5500001368;29/11/2019;31/12/9999;LIBERADO;18013;
10005216;RGT INTACT PTH ARCH 100T ABBOTT;0;0;KIT;144,72;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;BLOQUEIO COMPRAS;08K2528;
10005230;TB VID S/TP 12X75 (DUPL) 10010825;0;0;UN;0,11;ND;DIARIO;0;0;0;0;0;0;0;750;500;250;500;1.750,00;0;0;0;0;0;0;5500001368;25/04/2019;;OBSOLETO/SUBSTITUIDO;P1275;
10005231;CLB INTACT PTH ARCH C/6 4ML ABBOTT;0;0;KIT;430,11;ND;DIARIO;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;0;0;0;;;;BLOQUEIO COMPRAS;08K2504;
10005245;CTR INTACT PTH ARCHIECT 3X8ML ABBOTT;0;0;KIT;451,3;ND;DIARIO;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;5500001368;30/09/2019;;BLOQUEIO COMPRAS;08K2513;
10005276;CLB CS INSULINA ELEC 8ML ROCHE;0;0;KIT;43,18;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;12017504122;
10005351;CTR ANTI GT ARCH 244ML ABBOTT;0;0;KIT;337,85;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;02K4610;
10005360;CTR ARCH ANTI-TPO 2X4ML ABBOTT;0;0;KIT;488,19;VV;DIARIO;0;0;0,154;0,616;0,77;0,616;0;1;0;0;1;2;0;0;2;0;0;0;;;;LIBERADO;02K4710;
10005390;ANTICORP ID MON C3C-C3D-CTL 1X12 DIAMED;0;0;KIT;255,48;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;004851VI;
10005399;ANTICORP ID CARD PNH-TESTE 1X12 DIAMED;0;0;KIT;437,08;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;040021VI;
10005408;CTR LYPHOCHEK QUIM ENSAIADO NV2;0;0;KIT;240,73;VV;DIARIO;0,017;0,415;0,332;0,332;0,415;0;1;0;1;25;0;3;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;C-315-5;
10005438;CALDO TETRATIONATO M. KAUFF 500G ISOFAR;0;0;FR;341,75;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;LIBERADO;1393410;
10005547;FLUOCYTE 0.5ML ABX;0;0;KIT;129;VV;DIARIO;0,95;23,75;19;13,252;16,565;13,252;0;2;7;2;13;6;3;3;19;17;14;9;5500001368;29/11/2019;31/12/9999;LIBERADO;904011;
10005585;RGT CA15-3 ARCH 400T ABBOTT;0;0;KIT;381,02;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;BLOQUEIO COMPRAS;02K4421;
10005780;MEIO CULT MICOPLASMA IST BMX;0;0;KIT;308,46;VV;DIARIO;0,83;20,75;16,6;15,95;17,5;14;6;9;13;3;9;18;12;12;19;15;14;14;5500001368;29/11/2019;31/12/9999;LIBERADO;42505;
