Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;10000592;CLB LIPASE CHEMISTRY C/2 3ML ABBOTT;8,000;8,000;0,000;KIT;226,80;1.814,40;1,980;0,000;ZROH;PD;001;28,0;61,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;6,000;3,000;3,000;3,000;2,000;@3J@;1016715870;10;;17/12/2019;;1,000;0,000;;226,80;7,000;4600003724;1620;226,80;1.500,00;;0,000;2,000;1,000;0,000;0,000;2,000;0,000;1,000;2,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;18;82;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03E1602;
;DA04;;10000592;CLB LIPASE CHEMISTRY C/2 3ML ABBOTT;8,000;8,000;0,000;KIT;226,80;1.814,40;1,980;0,000;ZROH;PD;001;28,0;61,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;6,000;3,000;3,000;3,000;2,000;@3J@;1016715871;10;;14/01/2020;14/01/2020;1,000;0,000;;226,80;7,000;4600003724;1620;226,80;1.500,00;;0,000;2,000;1,000;0,000;0,000;2,000;0,000;1,000;2,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;18;82;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03E1602;
;DA04;;10000592;CLB LIPASE CHEMISTRY C/2 3ML ABBOTT;8,000;8,000;0,000;KIT;226,80;1.814,40;1,980;0,000;ZROH;PD;001;28,0;61,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;0,000;6,000;3,000;3,000;3,000;2,000;@3J@;1016715872;10;;28/01/2020;28/01/2020;1,000;0,000;;226,80;7,000;4600003724;1620;226,80;1.500,00;;0,000;2,000;1,000;0,000;0,000;2,000;0,000;1,000;2,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;18;82;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03E1602;
;D969;;10000600;PIP VID DESC VHS EMBL PLAST GLOBAL;392,000;392,000;0,000;UN;1,70;666,40;26,012;0,000;ZROH;VV;005;36,5;60,0;;;0;0;0;B;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;9,047;226,185;180,948;180,948;226,185;180,948;@3J@;;0;;;;0,000;0,000;;0,00;754,000;;0;0,00;0,00;;0,000;164,000;0,000;500,000;0,000;404,000;128,128;33,613;593,981;98,822;32,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;4;4;@0A@;214,599;33;@08@;0,000;0,0;;0,000;00;LIBERADO;BSV012;
;DA04;;10000600;PIP VID DESC VHS EMBL PLAST GLOBAL;2.756,000;2.606,000;0,000;UN;1,70;4.685,20;2.332,520;0,000;ZROH;PD;021;26,6;53,0;0020015525;BIOSIGMA INDUSTRIA E COMERCIO DE PR;14;10;4;B;Z1;500,000;0,000;0,000;500,000;0,000;040;Cobertura 40 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;500,000;315,000;1.820,000;1.597,000;1.474,000;1.672,000;1.514,000;@3J@;1016710871;10;;09/12/2019;;500,000;0,000;;850,00;4.500,000;4600003362;10;1,70;0,00;;534,000;2.200,000;1.524,000;2.400,000;300,000;400,000;1.500,000;2.776,000;1.691,000;1.100,000;1.984,000;1.327,000;4500308817;25/11/2019;;500,000;;;;0,000;;;;0,000;004;;;3;12;@08@;0,000;0;@08@;0,000;0,0;@08@;150,000;00;LIBERADO;BSV012;
;DA04;;10000600;PIP VID DESC VHS EMBL PLAST GLOBAL;2.756,000;2.606,000;0,000;UN;1,70;4.685,20;2.332,520;0,000;ZROH;PD;021;26,6;53,0;0020015525;BIOSIGMA INDUSTRIA E COMERCIO DE PR;14;10;4;B;Z1;500,000;0,000;0,000;500,000;0,000;040;Cobertura 40 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;500,000;315,000;1.820,000;1.597,000;1.474,000;1.672,000;1.514,000;@3J@;1016710872;10;;09/12/2019;;1.000,000;0,000;;1.700,00;4.500,000;4600003362;10;1,70;0,00;;534,000;2.200,000;1.524,000;2.400,000;300,000;400,000;1.500,000;2.776,000;1.691,000;1.100,000;1.984,000;1.327,000;4500308817;25/11/2019;;500,000;;;;0,000;;;;0,000;004;;;3;12;@08@;0,000;0;@08@;0,000;0,0;@08@;150,000;00;LIBERADO;BSV012;
;D969;;10000605;RGT CART GEM 3.5 B/H/L/L 300T WERFEN;0,000;0,000;0,000;CR;1.150,00;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;0,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;00026330089;
;DA04;;10000605;RGT CART GEM 3.5 B/H/L/L 300T WERFEN;0,000;0,000;0,000;CR;1.150,00;0,00;0,000;0,000;ZROH;PD;002;0,0;999,0;;;10;8;2;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QUS;FORN. QUI - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;3,000;26,000;11,000;10,000;14,000;6,000;7,000;3,000;2,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;5;5;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;00026330089;
;DA04;;10000608;RGT TRIGLICERIDES 2 ADVIA 1448T SIEMENS;0,000;0,000;0,000;KIT;39,77;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;;;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;3,000;4,000;6,000;4,000;4,000;4,000;0,000;0,000;3,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;106;106;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;10335892;
;D969;;10000608;RGT TRIGLICERIDES 2 ADVIA 1448T SIEMENS;0,000;0,000;0,000;KIT;39,77;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;B;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;72;93;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10335892;
;DA04;;10000613;RGT DIMERO D C/6 190T 5ML STAGO;0,000;0,000;0,000;KIT;1.549,82;0,00;0,000;0,000;ZROH;ND;002;0,0;999,0;;;20;18;2;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;00515;
;D969;;10000613;RGT DIMERO D C/6 190T 5ML STAGO;0,000;0,000;0,000;KIT;1.549,82;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;00515;
;DA04;;10000623;RGT DG GEL DC SCAN C/25 50T GRIFOLS;0,000;0,000;0,000;KIT;500,00;0,00;0,000;0,000;ZROH;PD;002;0,0;999,0;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;93;93;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;21034516;
;D969;;10000623;RGT DG GEL DC SCAN C/25 50T GRIFOLS;0,000;0,000;0,000;KIT;500,00;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;311;409;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;21034516;
;DA04;;10000634;RGT TIRA DETERM OXIDASE C/20 PROBAC;0,000;0,000;0,000;FR;24,89;0,00;0,000;0,000;ZROH;ZM;022;0,0;999,0;;;8;4;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;262;
;D969;;10000634;RGT TIRA DETERM OXIDASE C/20 PROBAC;0,000;0,000;0,000;FR;24,89;0,00;0,000;0,000;ZROH;VV;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;262;
;DA04;;10000639;CX ISOPOR TERM 3L;80,000;80,000;0,000;UN;3,57;285,60;9,408;0,000;ZROH;PD;018;89,0;119,0;;;27;23;4;C;Z1;1,000;0,000;0,000;1,000;0,000;014;Cobertura 14 dias;0,000;SEX;FORN. SEX - SEMANAL;;97,0;0,000;3,000;21,000;19,000;15,000;14,000;16,000;@3J@;;0;;;;0,000;0,000;;0,00;17,000;;0;0,00;0,00;;34,000;11,000;65,000;24,000;5,000;39,000;25,000;57,000;15,000;0,000;7,000;13,000;;;;0,000;;;;0,000;;;;0,000;004;;;12;23;@0A@;32,256;48;@08@;0,000;0,0;;0,000;00;LIBERADO;040007;
;D969;;10000639;CX ISOPOR TERM 3L;0,000;0,000;0,000;UN;3,57;0,00;0,864;0,000;ZROH;VV;005;0,0;19,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;4,000;0,300;7,500;6,000;6,000;7,500;6,000;@3J@;;0;;;;0,000;0,000;;0,00;35,000;;0;0,00;0,00;;60,000;33,000;22,000;18,000;4,000;30,000;7,000;23,000;15,000;0,000;0,000;9,000;5500001368;26/11/2019;31/12/9999;2,000;5500001368;29/11/2019;31/12/9999;1,000;5500001368;05/12/2019;31/12/9999;1,000;;;;190;232;@08@;0,000;0;@0A@;1,000;5,0;@08@;0,000;00;LIBERADO;040007;
;DA04;;10000640;CLB URINA CSF PROTEINA ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;1,875;0,000;ZROH;PD;001;68,0;96,0;;;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;1,000;5,000;2,000;3,000;2,000;2,000;@3J@;;0;;;;0,000;0,000;;0,00;4,000;;0;0,00;0,00;;1,000;3,000;4,000;0,000;0,000;1,000;0,000;0,000;3,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;29;95;@0A@;4,250;34;@08@;0,000;0,0;;0,000;00;LIBERADO;01E7102;
;D969;;10000640;CLB URINA CSF PROTEINA ABBOTT;0,000;0,000;0,000;KIT;85,05;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;6,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;2,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;95;186;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;01E7102;
;DA04;;10000646;FILME STRECH;0,000;0,000;0,000;RL;65,90;0,00;0,000;0,000;ZROH;ZM;007;0,0;999,0;;;11;7;4;C;Z1;5,000;0,000;0,000;5,000;0,000;;;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;296;319;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;STR02BP;
;DA04;;10000647;RGT ESTRIOL N CONJ IMM2000 200T SIEMENS;0,000;0,000;0,000;KIT;240,05;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;3;5;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;10381192;
;D969;;10000647;RGT ESTRIOL N CONJ IMM2000 200T SIEMENS;0,000;0,000;0,000;KIT;240,05;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;220;246;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;10381192;
;DA04;;10000651;RGT GLU FLEX 1440T SIEMENS;1,000;1,000;0,000;KIT;132,96;132,96;0,550;0,000;ZROH;PD;001;2,5;36,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;0,000;3,000;1,000;1,000;1,000;0,000;@3J@;1016704615;10;;11/12/2019;04/12/2019;1,000;0,000;;132,96;2,000;4600003697;480;132,96;1.900,00;;2,000;1,000;5,000;5,000;4,000;2,000;2,000;1,000;3,000;1,000;1,000;1,000;4500310076;11/12/2019;;1,000;;;;0,000;;;;0,000;002;;;9;22;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444971;
;DA04;;10000651;RGT GLU FLEX 1440T SIEMENS;1,000;1,000;0,000;KIT;132,96;132,96;0,550;0,000;ZROH;PD;001;2,5;36,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;0,000;3,000;1,000;1,000;1,000;0,000;@3J@;1016704616;10;;18/12/2019;18/12/2019;1,000;0,000;;132,96;2,000;4600003697;480;132,96;1.900,00;;2,000;1,000;5,000;5,000;4,000;2,000;2,000;1,000;3,000;1,000;1,000;1,000;4500310076;11/12/2019;;1,000;;;;0,000;;;;0,000;002;;;9;22;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444971;
;DA04;;10000651;RGT GLU FLEX 1440T SIEMENS;1,000;1,000;0,000;KIT;132,96;132,96;0,550;0,000;ZROH;PD;001;2,5;36,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;0,000;3,000;1,000;1,000;1,000;0,000;@3J@;1016704617;10;;15/01/2020;15/01/2020;1,000;0,000;;132,96;2,000;4600003697;480;132,96;1.900,00;;2,000;1,000;5,000;5,000;4,000;2,000;2,000;1,000;3,000;1,000;1,000;1,000;4500310076;11/12/2019;;1,000;;;;0,000;;;;0,000;002;;;9;22;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444971;
;D969;;10000663;ALCA PLAST DESC 1UL (DUPL) 10009849;5,000;5,000;0,000;PAC;12,54;62,70;0,000;0,000;ZROH;ND;005;999,9;999,9;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;17,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;194;116;@0A@;5,000;994;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;182861PA;
;DA04;;10000663;ALCA PLAST DESC 1UL (DUPL) 10009849;0,000;0,000;0,000;PAC;12,54;0,00;0,000;0,000;ZROH;ND;007;0,0;999,0;;;21;17;4;C;Z1;30,000;0,000;0,000;30,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;30,000;24,000;15,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;8;108;@08@;0,000;0;@08@;0,000;0,0;;0,000;05;OBSOLETO/SUBSTITUIDO;182861PA;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705625;10;;11/12/2019;04/12/2019;1,000;0,000;;59,07;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705626;10;;11/12/2019;11/12/2019;1,000;0,000;;59,07;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705627;10;;18/12/2019;18/12/2019;4,000;0,000;;236,28;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705628;10;;08/01/2020;08/01/2020;1,000;0,000;;59,07;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705629;10;;15/01/2020;15/01/2020;2,000;0,000;;118,14;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
;DA04;;10000667;RGT BILIRRUB TOT TBIL 480T SIEMENS;1,000;1,000;0,000;KIT;59,07;59,07;1,870;0,000;ZROH;PD;001;2,5;16,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;B;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;7,000;5,000;5,000;5,000;5,000;@3J@;1016705630;10;;22/01/2020;22/01/2020;1,000;0,000;;59,07;17,000;4600003697;330;59,07;1.900,00;;3,000;7,000;17,000;4,000;5,000;12,000;6,000;7,000;8,000;4,000;4,000;9,000;4500310076;11/12/2019;;1,000;4500310076;11/12/2019;;1,000;;;;0,000;002;;;2;2;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10444957;
