Centro;Material;Descrição;Saldo Disp.;Preço Unit.;Nec.DEZ/2019;Nec.JAN/2020;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Num.Mat.Fab.
DA04;10004069;CTR VDRL SIFILIS 10ML WAMA;8;47,74;7;7;8;3;12;1;2;1;62
DA04;10004069;CTR VDRL SIFILIS 10ML WAMA;8;47,74;7;7;8;3;12;1;2;1;62
DA04;10004081;RGT AST N238 TSA GRAM NEG URI BMX;118;156;224;128;145;174;173;128;139;129;413203
DA04;10004081;RGT AST N238 TSA GRAM NEG URI BMX;118;156;224;128;145;174;173;128;139;129;413203
DA04;10004081;RGT AST N238 TSA GRAM NEG URI BMX;118;156;224;128;145;174;173;128;139;129;413203
DA04;10004081;RGT AST N238 TSA GRAM NEG URI BMX;118;156;224;128;145;174;173;128;139;129;413203
DA04;10004081;RGT AST N238 TSA GRAM NEG URI BMX;118;156;224;128;145;174;173;128;139;129;413203
D969;10004081;RGT AST N238 TSA GRAM NEG URI BMX;0;155,98;225;131;145;174;173;128;139;129;413203
DA04;10004090;SOL IDENTISER DIANA PAINEL IRREG GRIFOLS;0;380;0;0;0;0;0;0;0;0;21021013
D969;10004090;SOL IDENTISER DIANA PAINEL IRREG GRIFOLS;0;380;0;0;0;0;0;0;0;0;21021013
DA04;10004139;TB AMBAR 12X75 5ML CRAL (DUPL) 10000338;0;0,06;0;0;0;0;0;0;0;0;18056M
DA04;10004156;CLB CMV M ARCH ABBOTT;5;212,63;2;0;1;1;2;0;1;2;06C1601
D969;10004156;CLB CMV M ARCH ABBOTT;0;212,63;0,835;0,668;0;1;1;0;0;1;06C1601
D969;10004159;CTR CMV M ARCH ABBOTT;0;208,37;1,07;0,856;0;0;1;0;1;1;06C1610
DA04;10004159;CTR CMV M ARCH ABBOTT;5;208,37;4;3;2;2;3;3;2;3;06C1610
DA04;10004159;CTR CMV M ARCH ABBOTT;5;208,37;4;3;2;2;3;3;2;3;06C1610
DA04;10004159;CTR CMV M ARCH ABBOTT;5;208,37;4;3;2;2;3;3;2;3;06C1610
DA04;10004170;SOL DILUENTE WELL 900T 2500 E PHADIA;1;84,04;0;0;0;0;0;0;0;0;12-4005-69
D969;10004170;SOL DILUENTE WELL 900T 2500 E PHADIA;0;84,04;0;0;0;0;0;0;0;0;12-4005-69
DA04;10004189;SOL SAMPLE DILUENTE 1350T 2500 E PHADIA;7;124,52;0;0;0;0;0;0;0;0;83-1071-01
D969;10004189;SOL SAMPLE DILUENTE 1350T 2500 E PHADIA;0;124,52;0;0;0;0;0;0;0;0;83-1071-01
DA04;10004198;CLB TESTOSTERONA GER2 ARCH 24ML ABBOTT;0;225,81;0;0;0;0;0;0;0;0;02P1301
D969;10004198;CLB TESTOSTERONA GER2 ARCH 24ML ABBOTT;0;225,81;0;0;0;0;0;0;0;0;02P1301
D969;10004205;RGT CMV IGG ARCH 500T ABBOTT;0;635;0;0;0;0;0;0;0;0;06C1530
DA04;10004205;RGT CMV IGG ARCH 500T ABBOTT;0;635,04;0;1;0;0;0;0;0;0;06C1530
DA04;10004260;CTR CMV-G ARCH ABBOTT;2;399,74;1;2;1;0;1;1;1;2;06C1510
DA04;10004260;CTR CMV-G ARCH ABBOTT;2;399,74;1;2;1;0;1;1;1;2;06C1510
D969;10004260;CTR CMV-G ARCH ABBOTT;0;399,74;0;0;0;0;0;0;0;0;06C1510
DA04;10004270;CX COL P/DESC RESID QUIM 30L;60;162,19;0;0;0;0;0;0;0;0;10024
D969;10004270;CX COL P/DESC RESID QUIM 30L;0;127,65;37,5;30;0;0;0;0;0;0;10024
D969;10004270;CX COL P/DESC RESID QUIM 30L;0;127,65;37,5;30;0;0;0;0;0;0;10024
D969;10004270;CX COL P/DESC RESID QUIM 30L;0;127,65;37,5;30;0;0;0;0;0;0;10024
D969;10004274;CLB HBSAG II ARCH C/2 4ML ABBOTT;0;225,81;0,458;0,268;0;0;1;0;0;0;02G2201
DA04;10004274;CLB HBSAG II ARCH C/2 4ML ABBOTT;6;225,81;1;1;1;0;1;0;1;0;02G2201
DA04;10004274;CLB HBSAG II ARCH C/2 4ML ABBOTT;6;225,81;1;1;1;0;1;0;1;0;02G2201
DA04;10004275;CLB CMVG PAD ARCH ABBOTT;0;561,33;0;0;1;1;0;0;0;0;06C1501
D969;10004275;CLB CMVG PAD ARCH ABBOTT;0;561,33;0;0;0;0;0;0;0;0;06C1501
D969;10004361;ALG E4 CASPA VACA IMMU 16T PHADIA;4,254;37,8;1,11;0,888;0,439;0,566;0,567;0,628;0,817;0,69;14-4166-01
DA04;10004361;ALG E4 CASPA VACA IMMU 16T PHADIA;2;37,79;0;0;1;7;0;4;0;0;14-4166-01
D969;10004372;SOL DILUENTE ADVIA CENTAUR E E2 SIEMENS;0;34,1;0;0;0;0;0;0;0;0;10491878
DA04;10004372;SOL DILUENTE ADVIA CENTAUR E E2 SIEMENS;0;34,1;0;0;6;0;0;0;0;0;10491878
DA04;10004403;RGT MUELLER HINTON MED AGAR 500G DIFCO;0;431,31;0;0;0;0;0;0;0;0;225250
D969;10004403;RGT MUELLER HINTON MED AGAR 500G DIFCO;0;482,47;0;0;0;0;0;0;0;0;225250
DA04;10004417;CTR CTR LIQUICHEK IMMUNOASY PLUS;2;500,7;3;2;1;0;2;2;2;3;360
DA04;10004417;CTR CTR LIQUICHEK IMMUNOASY PLUS;2;500,7;3;2;1;0;2;2;2;3;360
D969;10004417;CTR CTR LIQUICHEK IMMUNOASY PLUS;0;500,7;2,5;2;1;0;2;2;2;3;360
DA04;10004427;RGT HBSAG QUALITAT II ARCH 2000T ABBOTT;4;1.905,12;0;0;1;0;0;2;1;0;02G2230
D969;10004427;RGT HBSAG QUALITAT II ARCH 2000T ABBOTT;0;1.905,06;0,37;0,296;0;1,5;0;2,29;0,118;0,044;02G2230
DA04;10004429;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;3;162;1;1;0;0;2;2;1;0;08L4401
DA04;10004429;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;3;162;1;1;0;0;2;2;1;0;08L4401
DA04;10004429;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;3;162;1;1;0;0;2;2;1;0;08L4401
D969;10004429;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;0;162;0,835;0,715;0;0;2;0;1;0;08L4401
DA04;10004431;ALG E71 IMMU 10T PHADIA;6;55,1;0;0;6;0;2;0;0;0;14-4394-01
D969;10004431;ALG E71 IMMU 10T PHADIA;9,8;55,1;0;0;0;0;0;0;0;0;14-4394-01
D969;10004447;CLB MICROALBUMIN 2 ADVIA C/5 2ML SIEMENS;0;173,38;0;0;0;0;0;0;0;0;10337470
DA04;10004447;CLB MICROALBUMIN 2 ADVIA C/5 2ML SIEMENS;0;172,5;0;0;0;0;0;0;0;0;10337470
D969;10004459;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;2;95,26;0,315;0,126;0;0;0;0;0;0;02G2225
DA04;10004459;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;3;95,26;2;2;3;2;0;4;2;1;02G2225
DA04;10004459;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;3;95,26;2;2;3;2;0;4;2;1;02G2225
DA04;10004459;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;3;95,26;2;2;3;2;0;4;2;1;02G2225
DA04;10004464;ALCOOL 96 1L (DUPL) 10010014;0;6,59;0;3;0;0;0;0;0;0;10023
D969;10004464;ALCOOL 96 1L (DUPL) 10010014;1;6,59;0;3;0;0;0;0;0;0;10023
DA04;10004480;RGT COAGUCHEK XS C/2 24T ROCHE;0;0;0;0;0;0;0;0;0;0;4625315070
DA04;10004481;CORANTE LEISHMAN S 500ML;1;55,8;0;0;0;0;0;0;0;0;164
DA04;10004485;BERCO P/COLORACAO LAM;1;27,1;0;0;0;0;0;0;0;0;
DA04;10004513;RGT ANTI HBS ARCH 2000T ABBOTT;0;3.542,40;0;0;0;0;2;0;0;0;07C1833
D969;10004513;RGT ANTI HBS ARCH 2000T ABBOTT;0;3.542,40;0;0;0;0;0;0;1,35;0;07C1833
DA04;10004530;ALG D202 RECOMBI ACARO 10T PHADIA;15;132,52;0;3;11;3;1;7;1;1;14-5996-01
D969;10004530;ALG D202 RECOMBI ACARO 10T PHADIA;4,8;132,52;3,465;2,772;2,7;2,6;2;5,1;3,9;3,2;14-5996-01
D969;10004536;CLORETO SOD CRISTAL PA 500G;0;9,3;0;0;0;0;0;0;0;0;1944180
DA04;10004536;CLORETO SOD CRISTAL PA 500G;3;7,2;0;0;0;0;0;0;0;0;1944180
D969;10004539;COL FEZES C/CONSERV 60ML;0;0,14;156,25;125;0;0;0;0;0;0;20
DA04;10004539;COL FEZES C/CONSERV 60ML;12.500,00;0,19;10.420,00;9.306,00;7.300,00;8.500,00;9.100,00;7.250,00;8.300,00;6.900,00;20
DA04;10004539;COL FEZES C/CONSERV 60ML;12.500,00;0,19;10.420,00;9.306,00;7.300,00;8.500,00;9.100,00;7.250,00;8.300,00;6.900,00;20
DA04;10004584;RGT PROT TOT CP PEN 400/C200 100T HORIBA;1;56,14;0;0;0;0;0;0;0;0;A11A01932
DA04;10004609;RGT COLUNA HPLC G7 6000T TOSOH;2;5.312,22;0;0;0;0;0;0;0;0;19680
D969;10004609;RGT COLUNA HPLC G7 6000T TOSOH;1;5.312,22;0;0;0;0;0;0;0;0;19680
D969;10004621;ALG F202 CASTANHA CAJU IMMU 10T PHADIA;5;55,1;4,88;3,904;3,3;3,8;2,5;4,6;3,1;3,8;14-4835-01
DA04;10004621;ALG F202 CASTANHA CAJU IMMU 10T PHADIA;34;55,1;1;4;0;5;6;2;6;3;14-4835-01
DA04;10004649;CTR ANTI HBS ARCH 3X8ML ABBOTT;0;121,5;0;0;0;0;0;0;0;0;07C1810
D969;10004665;RGT TESTOST 2ND ARC2000/1000 100T ABBOTT;0;83,92;0;0;0;0;0;0;0;0;02P1328
DA04;10004665;RGT TESTOST 2ND ARC2000/1000 100T ABBOTT;0;83,92;0;0;0;0;0;0;0;0;02P1328
D969;10004666;CTR TOXO IGG ARCH 8ML ABBOTT;0;514,55;0;0;0;0;0;0;0;0;06C1910
DA04;10004666;CTR TOXO IGG ARCH 8ML ABBOTT;2;514,55;1;2;1;1;1;1;1;1;06C1910
DA04;10004666;CTR TOXO IGG ARCH 8ML ABBOTT;2;514,55;1;2;1;1;1;1;1;1;06C1910
DA04;10004678;CTR LOW ASSAYED 1ML WERFEN;5;600;0;0;0;0;0;0;0;0;20003210
D969;10004678;CTR LOW ASSAYED 1ML WERFEN;0;501,88;0;0;0;0;0;0;0;0;20003210
D969;10004679;CTR RUB IGG ARCH 3X8ML ABBOTT;0;170,1;0;0;0;0;0;0;0;0;06C1713
DA04;10004679;CTR RUB IGG ARCH 3X8ML ABBOTT;0;170,1;0;0;0;0;0;0;0;0;06C1713
DA04;10004685;CLB TOXO IGG ARCH ABBOTT;0;425,25;0;0;0;0;0;1;1;0;06C1901
D969;10004685;CLB TOXO IGG ARCH ABBOTT;0;425,25;0;0;0;0;2;0;0;0;06C1901
DA04;10004688;CLB SWAT CHEK PT C/60 0.75ML WESCOR;0;281;0;0;0;0;0;2;0;0;SS-140
DA04;10004693;SOL CJ COLORACAO GRAM 4X500ML NEWPROV;1;29,3;7;4;0;6;3;5;11;8;PA185
DA04;10004693;SOL CJ COLORACAO GRAM 4X500ML NEWPROV;1;29,3;7;4;0;6;3;5;11;8;PA185
DA04;10004693;SOL CJ COLORACAO GRAM 4X500ML NEWPROV;1;29,3;7;4;0;6;3;5;11;8;PA185
D969;10004693;SOL CJ COLORACAO GRAM 4X500ML NEWPROV;0;39,52;0,835;0,668;0;2;0;3;8;7;PA185
D969;10004694;CLB TOXO IGM ARCH 4ML ABBOTT;0;170,1;0,835;0,668;0;0;0;1;2;0;06C2001
DA04;10004694;CLB TOXO IGM ARCH 4ML ABBOTT;4;170,1;1;0;0;1;1;1;2;0;06C2001
DA04;10004695;CTR SWAT-CHEK 36X0.75ML WESCOR;2;567,2;2;1;1;2;0;1;2;1;SS-150
DA04;10004695;CTR SWAT-CHEK 36X0.75ML WESCOR;2;567,2;2;1;1;2;0;1;2;1;SS-150
DA04;10004695;CTR SWAT-CHEK 36X0.75ML WESCOR;2;567,2;2;1;1;2;0;1;2;1;SS-150
D969;10004698;ALG F231 LEITE FERVIDO IMMU 10T PHADIA;5;55,1;5;4;0;0;0;0;8;0;14-4806-01
DA04;10004698;ALG F231 LEITE FERVIDO IMMU 10T PHADIA;25;55,1;1;4;2;0;0;4;0;0;14-4806-01
D969;10004708;ALG F244 PEPINO IMMU 10T PHADIA;0;55,1;0;0;0;0;0;0;0;0;14-4839-01
DA04;10004708;ALG F244 PEPINO IMMU 10T PHADIA;1;55,1;0;0;0;0;0;0;0;0;14-4839-01
DA04;10004709;CJ COLORACAO ZIEHL NELSEEN 500ML NEWPROV;0;30,8;2;2;4;7;6;3;0;0;PA188
D969;10004709;CJ COLORACAO ZIEHL NELSEEN 500ML NEWPROV;0;30,8;1;0,8;1;6;2;1;0;0;PA188
D969;10004731;CLB RUBEOLA IGG ARCH C/6 4ML ABBOTT;0;170,1;0;0;2;0;0;0;0;0;06C1703
DA04;10004731;CLB RUBEOLA IGG ARCH C/6 4ML ABBOTT;0;170,1;0;0;0;0;0;0;0;0;06C1703
DA04;10004732;CTR CQV VIDAS BMX;1;164,42;0;0;0;0;0;0;0;0;30706
D969;10004787;ALG F260 IMMU 10T PHADIA;0;68,96;0;0;0;0;0;0;0;0;14-4841-01
DA04;10004787;ALG F260 IMMU 10T PHADIA;0;68,96;0;0;0;0;0;0;0;0;14-4841-01
DA04;10004810;RGT ALBUMINA BCG 2607T ABBOTT;7;281,56;5;4;3;0;2;2;2;1;07D5323
DA04;10004810;RGT ALBUMINA BCG 2607T ABBOTT;7;281,56;5;4;3;0;2;2;2;1;07D5323
D969;10004810;RGT ALBUMINA BCG 2607T ABBOTT;0;281,67;0;0;0;0;1;0;0;0;07D5323
DA04;10004815;LUER ADAPT ESCALPE MS BD;800;0,85;800;700;1.500,00;1.300,00;100;500;800;500;367290
DA04;10004815;LUER ADAPT ESCALPE MS BD;800;0,85;800;700;1.500,00;1.300,00;100;500;800;500;367290
DA04;10004815;LUER ADAPT ESCALPE MS BD;800;0,85;800;700;1.500,00;1.300,00;100;500;800;500;367290
DA04;10004815;LUER ADAPT ESCALPE MS BD;800;0,85;800;700;1.500,00;1.300,00;100;500;800;500;367290
DA04;10004815;LUER ADAPT ESCALPE MS BD;800;0,85;800;700;1.500,00;1.300,00;100;500;800;500;367290
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
DA04;10004833;RGT BILIRRUB DIR 2000T ABBOTT;11;216;8;8;6;5;3;6;4;3;08G6321
D969;10004833;RGT BILIRRUB DIR 2000T ABBOTT;0;216;0;0;0;0;1;0;0;0;08G6321
DA04;10004847;RGT PROTEINAS TOTAIS 3622T ABBOTT;7;391,18;6;3;1;0;3;3;0;3;07D7321
DA04;10004847;RGT PROTEINAS TOTAIS 3622T ABBOTT;7;391,18;6;3;1;0;3;3;0;3;07D7321
DA04;10004847;RGT PROTEINAS TOTAIS 3622T ABBOTT;7;391,18;6;3;1;0;3;3;0;3;07D7321
DA04;10004847;RGT PROTEINAS TOTAIS 3622T ABBOTT;7;391,18;6;3;1;0;3;3;0;3;07D7321
DA04;10004867;CLB CA 125 CSG2 CAL1/CAL2 C/2 1ML ROCHE;0;0;0;0;0;0;0;0;0;0;7030207190
D969;10004867;CLB CA 125 CSG2 CAL1/CAL2 C/2 1ML ROCHE;0;64,1;0;0;0;0;0;0;0;0;7030207190
DA04;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;8;391,07;7;4;5;6;5;4;3;3;07D5621
DA04;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;8;391,07;7;4;5;6;5;4;3;3;07D5621
DA04;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;8;391,07;7;4;5;6;5;4;3;3;07D5621
DA04;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;8;391,07;7;4;5;6;5;4;3;3;07D5621
DA04;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;8;391,07;7;4;5;6;5;4;3;3;07D5621
D969;10004888;RGT TGP/ALT ARCH 3621T ABBOTT;0;391,1;0;0;0;0;0;0;0;0;07D5621
D969;10004899;CLB HOMOCYSTEINE A-F ARCH 3.6ML ABBOTT;0;210;0;0;0;1;1;0;0;0;01L7101
DA04;10004899;CLB HOMOCYSTEINE A-F ARCH 3.6ML ABBOTT;4;210;0;0;0;1;1;1;0;0;01L7101
DA04;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;40;200;74;59;18;41;33;37;26;29;1020501425
DA04;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;40;200;74;59;18;41;33;37;26;29;1020501425
DA04;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;40;200;74;59;18;41;33;37;26;29;1020501425
DA04;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;40;200;74;59;18;41;33;37;26;29;1020501425
DA04;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;40;200;74;59;18;41;33;37;26;29;1020501425
D969;10004916;RGT SANGUE OCUL P/FEZES 25T INLAB;3,612;200;75;60;26,016;34,265;34,975;32,633;32,593;29,102;1020501425
DA04;10004917;FILT CONJ Q-GARD MILLIPORE;0;1.410,74;0;0;0;0;0;0;0;0;CP2ALLRES
DA04;10004919;CLB ANTI HBS ARCH C/2 4ML ABBOTT;0;162;0;0;0;0;0;0;0;0;07C1801
DA04;10004921;RGT PLATELIA DENGUE NS1 AG 96T RAD;0;0;0;0;0;0;0;0;0;0;72830
D969;10004929;ICT DILUENTE AMOST ABBOTT;0;85,05;0;0;0;0;0;0;0;0;02P3211
DA04;10004929;ICT DILUENTE AMOST ABBOTT;7;85,05;6;5;1;1;4;0;6;0;02P3211
DA04;10004929;ICT DILUENTE AMOST ABBOTT;7;85,05;6;5;1;1;4;0;6;0;02P3211
D969;10004930;ICT FLUIDO LIMP ABBOTT;0;77,31;0;0;0;0;1;0;0;0;01E5020
DA04;10004930;ICT FLUIDO LIMP ABBOTT;17;77,31;7;3;3;2;0;0;1;1;01E5020
DA04;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;5;21,92;27;26;22;28;17;18;27;19;PA205
DA04;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;5;21,92;27;26;22;28;17;18;27;19;PA205
DA04;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;5;21,92;27;26;22;28;17;18;27;19;PA205
DA04;10004950;INSTANT PROV CORANT HEMAT 500ML NEWPROV;5;21,92;27;26;22;28;17;18;27;19;PA205
D969;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;0;85,05;0;0;2;0;2;0;0;0;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004955;SOL BIOQ LAVAGEM ACIDA 2X250ML ABBOTT;9;85,05;16;12;4;10;7;8;11;7;06K0120
DA04;10004963;CLB BILIRRUB 1T ABBOTT;10;85,05;6;3;1;1;0;2;2;1;01E6604
DA04;10004963;CLB BILIRRUB 1T ABBOTT;10;85,05;6;3;1;1;0;2;2;1;01E6604
DA04;10004963;CLB BILIRRUB 1T ABBOTT;10;85,05;6;3;1;1;0;2;2;1;01E6604
D969;10004963;CLB BILIRRUB 1T ABBOTT;0;85,05;0;0;0;0;0;0;0;0;01E6604
D969;10004970;ALG FX16 IMMU 10T PHADIA;0;47,45;0;0;0;0;0;0;0;0;14-4851-01
DA04;10004970;ALG FX16 IMMU 10T PHADIA;3;47,45;0;0;0;0;0;0;0;0;14-4851-01
D969;10004977;ALG FX74 PEIXES IMMU 10T PHADIA;3,9;68,96;0;0;0;0;0;0;0;0;14-4827-01
DA04;10004977;ALG FX74 PEIXES IMMU 10T PHADIA;0;68,96;0;0;0;0;0;2;0;0;14-4827-01
D969;10005000;RGT ALBUMINA BOVINA 22% 10ML BIOTEST;0;26,5;2,5;2;0;0;0;0;0;1;84
DA04;10005000;RGT ALBUMINA BOVINA 22% 10ML BIOTEST;5;26,5;2;2;0;0;0;0;0;1;84
DA04;10005011;RGT ACIDO SULFANILICO 0.8% 30ML COULTER;5;121,92;1;1;1;0;2;0;0;1;DASUE
DA04;10005025;CLB CICLOSPORINA ARCH ABBOTT;0;399,08;0;2;0;0;1;1;1;0;01L7501
DA04;10005025;CLB CICLOSPORINA ARCH ABBOTT;0;399,08;0;2;0;0;1;1;1;0;01L7501
D969;10005025;CLB CICLOSPORINA ARCH ABBOTT;0;399,08;0,625;0,5;0;0;1;0;1;0;01L7501
D969;10005054;PROVETA GRAD PLAST 1000ML;0;41;0;0;0;0;0;0;0;0;ILW7887 
DA04;10005054;PROVETA GRAD PLAST 1000ML;7;120,33;0;0;0;0;0;0;0;3;ILW7887 
DA04;10005075;GLICERINA PA 1L QEEL;0;19;0;0;0;0;0;0;0;0;C033071
D969;10005088;ALG I72 IMMU 10T PHADIA;4;55,1;0;0;0;0;0;0;0;0;14-4361-01
DA04;10005088;ALG I72 IMMU 10T PHADIA;5;55,1;0;0;0;3;0;0;0;0;14-4361-01
D969;10005090;ANTICORP ID DIACLON ABO C/4 DIAMED;0;381,5;0,94;0,752;0;0;0;0;0;0;001047V
DA04;10005090;ANTICORP ID DIACLON ABO C/4 DIAMED;38;381,5;18;15;23;24;11;11;14;9;001047V
DA04;10005090;ANTICORP ID DIACLON ABO C/4 DIAMED;38;381,5;18;15;23;24;11;11;14;9;001047V
DA04;10005090;ANTICORP ID DIACLON ABO C/4 DIAMED;38;381,5;18;15;23;24;11;11;14;9;001047V
DA04;10005109;SOL SYSWASH ELEC SYS ROCHE;1;21,87;0;0;2;1;1;0;1;1;11930346122
DA04;10005121;CLB TACROLIMUS ARCH ABBOTT;2;517,65;0;0;0;1;1;0;0;0;01L7701
D969;10005121;CLB TACROLIMUS ARCH ABBOTT;0;517,65;0;0;0;0;0;0;0;0;01L7701
DA04;10005207;TB CON PP GRAD CRAL;6.076,00;0,13;2.538,13;2.030,50;1.248,00;2.454,00;3.221,00;2.003,00;2.910,00;1.844,00;18013
D969;10005207;TB CON PP GRAD CRAL;0;0,3;2.184,07;1.747,25;1.000,00;2.000,00;2.989,00;1.900,00;2.400,00;1.300,00;18013
DA04;10005216;RGT INTACT PTH ARCH 100T ABBOTT;1;144,72;0;0;0;0;0;0;0;0;08K2528
D969;10005216;RGT INTACT PTH ARCH 100T ABBOTT;0;144,72;0;0;1;0;0;0;0;0;08K2528
D969;10005230;TB VID S/TP 12X75 (DUPL) 10010825;0;0,11;0;0;0;0;0;0;0;0;P1275
DA04;10005230;TB VID S/TP 12X75 (DUPL) 10010825;5.634,00;0,11;0;0;0;0;0;0;0;0;P1275
DA04;10005231;CLB INTACT PTH ARCH C/6 4ML ABBOTT;0;430,11;0;0;0;1;2;0;0;0;08K2504
D969;10005231;CLB INTACT PTH ARCH C/6 4ML ABBOTT;0;430,11;0;0;0;0;2;0;0;0;08K2504
D969;10005245;CTR INTACT PTH ARCHIECT 3X8ML ABBOTT;0;451,3;0;0;1;0;1;0;0;0;08K2513
DA04;10005245;CTR INTACT PTH ARCHIECT 3X8ML ABBOTT;0;451,3;0;0;0;2;1;0;0;0;08K2513
D969;10005276;CLB CS INSULINA ELEC 8ML ROCHE;0;43,18;0;0;0;0;0;0;0;0;12017504122
DA04;10005276;CLB CS INSULINA ELEC 8ML ROCHE;0;43,18;0;0;0;0;0;0;0;0;12017504122
DA04;10005305;RGT CALCIO 480T SIEMENS;5;66,47;8;8;5;4;7;5;5;8;10444949
DA04;10005305;RGT CALCIO 480T SIEMENS;5;66,47;8;8;5;4;7;5;5;8;10444949
DA04;10005305;RGT CALCIO 480T SIEMENS;5;66,47;8;8;5;4;7;5;5;8;10444949
DA04;10005305;RGT CALCIO 480T SIEMENS;5;66,47;8;8;5;4;7;5;5;8;10444949
DA04;10005314;RGT ACIDO LACTICO 120T SIEMENS;0;0;0;0;0;0;0;0;0;0;10444961
DA04;10005327;RGT PCR REVISADA 120T SIEMENS;37;155,88;59;57;74;24;65;58;74;53;10444903
DA04;10005327;RGT PCR REVISADA 120T SIEMENS;37;155,88;59;57;74;24;65;58;74;53;10444903
DA04;10005327;RGT PCR REVISADA 120T SIEMENS;37;155,88;59;57;74;24;65;58;74;53;10444903
DA04;10005327;RGT PCR REVISADA 120T SIEMENS;37;155,88;59;57;74;24;65;58;74;53;10444903
DA04;10005334;SOL SALINA REF SIEMENS;4;42,21;3;3;3;3;4;2;3;1;10444873
DA04;10005334;SOL SALINA REF SIEMENS;4;42,21;3;3;3;3;4;2;3;1;10444873
DA04;10005334;SOL SALINA REF SIEMENS;4;42,21;3;3;3;3;4;2;3;1;10444873
D969;10005351;CTR ANTI GT ARCH 244ML ABBOTT;0;337,85;0;0;0;0;0;0;0;0;02K4610
DA04;10005351;CTR ANTI GT ARCH 244ML ABBOTT;3;337,85;0;0;1;0;0;0;0;0;02K4610
DA04;10005355;CLB QUIM II SIEMENS;0;61,13;1;0;1;1;1;0;1;2;10444997
DA04;10005358;CLB UCFC 2X5 4ML SIEMENS;0;82,33;0;0;0;0;0;0;0;0;10444989
DA04;10005360;CTR ARCH ANTI-TPO 2X4ML ABBOTT;2;488,19;0;0;1;2;0;3;0;0;02K4710
D969;10005360;CTR ARCH ANTI-TPO 2X4ML ABBOTT;0;488,19;0;0,154;0;0;2;0;0;0;02K4710
D969;10005390;ANTICORP ID MON C3C-C3D-CTL 1X12 DIAMED;0;255,48;0;0;0;0;0;0;0;0;004851VI
DA04;10005390;ANTICORP ID MON C3C-C3D-CTL 1X12 DIAMED;0;255,48;0;0;0;0;0;0;0;0;004851VI
D969;10005399;ANTICORP ID CARD PNH-TESTE 1X12 DIAMED;0;437,08;0;0;0;0;0;0;0;0;040021VI
DA04;10005399;ANTICORP ID CARD PNH-TESTE 1X12 DIAMED;0;437,08;0;0;0;0;0;0;0;0;040021VI
DA04;10005408;CTR LYPHOCHEK QUIM ENSAIADO NV2;20;240;5;3;2;1;2;4;3;3;C-315-5
D969;10005408;CTR LYPHOCHEK QUIM ENSAIADO NV2;0;240,73;0,415;0,332;0;0;0;0;0;0;C-315-5
DA04;10005411;RGT TROPON T HS ELEC ELEC 100T ROCHE;3;108,16;21;14;7;15;14;13;11;15;5092728190
